7399179037419892;2019;2020;Ceará;5G;PIBIC 2019/2020: Estudo da aplicação de aprendizagem de máquinas a problemas distribuídos em sistemas de comunicações sem fio
7399179037419892;2018;2020;Ceará;5G;Projeto NAIVE: Network Assisted Intelligent Vehicle to Everything communications
7399179037419892;2018;Atual;Ceará;5G;PROBRAL: Signal Processing for 5G Wireless Communications using Massive MIMO Systems
7399179037419892;2017;2020;Ceará;5G;5G-RANGE - Remote area Access Network for 5th GEneration
7399179037419892;2016;2019;Ceará;5G;CNPq DT: Alocação de recursos e gerência de interferência em redes celulares 5G
7399179037419892;2016;2018;Ceará;5G;Projeto TIDE5G: Evolução da Duplexação Dinâmica por Divisão Temporal para Sistemas 5G
7399179037419892;2015;2016;Ceará;5G;PIBIC 2015/2016: Gerenciamento de Interferência em redes celulares 5G
8664169441117482;2022;Atual;Pernambuco;5G;5G Open Labs Brasil
8664169441117482;2019;Atual;Pernambuco;5G;Research and Development on 5G Open-Source Testbeds
8664169441117482;2018;2021;Pernambuco;5G;Tecnologias-Chave para as Redes sem Fio do Futuro
1791514358821528;2017;2019;Paraná;5G;AVALIAÇÃO ESTATÍSTICA DE PROPRIEDADES MORFOLÓGICAS E DE TRANSPORTE EM MEMBRANAS POLIMÉRICAS
8587567074814594;2022;Atual;Pernambuco;5G;SMART NEtworks and ServiceS for 2030 (SMARTNESS)
2055476391340850;2022;Atual;Ceará;5G;Alocação de Recursos de Rádio para Redes de Comunicações de Próxima Geração com Acesso e Backhaul Integrados
2055476391340850;2019;2021;Ceará;5G;Alocação de Recursos de Rádio para Redes de Comunicações de 5a Geração usando Técnicas Convencionais e de Aprendizagem por Reforço
2055476391340850;2018;Atual;Ceará;5G;Signal Processing for 5G Wireless Communications Using Massive MIMO Systems
2055476391340850;2016;2019;Ceará;5G;Alocação de Recursos de Rádio para Comunicações Dispositivo a Dispositivo
2055476391340850;2014;2015;Ceará;5G;Gerência de Recursos de Rádio para Sistemas de Comunicação de 5a Geração
3672870581352292;2022;Atual;Distrito Federal;5G;Plataforma de Desenvolvimento em Localização e Sensoriamento em Sistemas 6G
507944343674734;2020;2022;Pará;5G;HEURISTICAS, METAHERISTICAS E MODELOS DE OTIMIZAÇÃO PARA IMPLANTAÇÃO DE REDES 5G
6825512654223870;2016;2017;Santa Catarina;5G;Compensação de célula em falha em redes 5G ultra densas - UK ACADEMIES - RESEARCH MOBILITY - Fundo Newton
1596629769697284;2022;Atual;Pará;5G;Inteligência Artificial para Otimização de Recursos de Redes de Próxima Geração em Cenários Estratégicos
1596629769697284;2022;Atual;Pará;5G;SAMURAI - Smart 5G Core And MUltiRAn Integration
1596629769697284;2021;Atual;Pará;5G;UFA26-Automação de Redes 6G Fim-a-Fim via Inteligência Artificial
1596629769697284;2021;Atual;Pará;5G;UFA27-Algoritmos Inteligentes e Distribuídos para Camada Física de Sistemas 6G
1596629769697284;2018;2019;Pará;5G;UFA19 - Algoritmos e Implementações em Hardware e Software para o Transporte em Fronthaul de Sinais 5G
1596629769697284;2018;2019;Pará;5G;UFA21 - Conectividade 5G em Aplicações Coordenadas com Inteligência de Máquina
1596629769697284;2016;2017;Pará;5G;UFA15 - Distribuição de Mídia em Sistemas 5G
1596629769697284;2013;2015;Pará;5G;UFA12 - Desenvolvimento e Avaliação de Arquiteturas para ?Backhaul? Baseadas em LTE Usando o Simulador de Redes Opnet
8758395845049687;2019;2022;Minas Gerais;5G;Controle Inteligente em 5G
2039871642254009;2020;2022;Mato Grosso;5G;UM ESTUDO E MONITORAMENTO DE RADIAÇÕES ELETROMAGNÉTICAS NÃO IONIZANTES EM AMBIENTES POPULACIONAIS
2039871642254009;2020;2022;Mato Grosso;5G;O ESTUDO DA ARTE DA TECNOLOGIA CELULAR 6G: TECNOLOGIAS, DESAFIOS E OS RISCOS
7955837132687218;2021;Atual;Minas Gerais;5G;PORVIR-5G  Programabilidade, Orquestração e Virtualização em Redes 5G
5384555860195426;2005;2008;Minas Gerais;5G;Título:·	Estudo de parâmetros potencialmente trombogênicos em usuárias de terapia de reposição hormonal (TH)
1934903225521860;2023;Atual;Paraíba;5G;Códigos Polares Aplicados a Canais com Desvanecimento Generalizado em Comunicações 5G
9858319665065036;2021;Atual;Rio Grande do Sul;5G;SFI2 - Slicing Future Internet Infrastructures
2426252396325481;2022;Atual;Rio Grande do Norte;5G;Cibersegurança em network slicing para redes 5G
8204869834246714;2022;Atual;Paraná;5G;CINEMA: Computação INteligente, Escalável, Móvel e Altamente disponível na Internet
3342039322796173;2022;Atual;Pará;5G;Caracterização numérica de antenas para recepção de sistemas de  comunicação móvel 5G
2787725227134746;2021;Atual;Rio de Janeiro;5G;Aplicações de Tecnologias para Redes Avançadas
2787725227134746;2019;Atual;Rio de Janeiro;5G;ACCRUE - SFI: Infraestrutura Avançada e Colaborativa de Pesquisa para Internet do Futuro Segura
4205779497458915;2021;2023;Rio de Janeiro;5G;Projeto 5GIRLS: Inclusion of Women in Science through 5G Infrastructure for Ultra-Reliable and Low Latency Communications in Power System
4983411711055340;2023;Atual;Ceará;5G;BPI FUNCAP: Otimização e integração de tecnologias para redes 6G: IRS, EH, NOMA e RSMA
4983411711055340;2020;2022;Ceará;5G;BPI FUNCAP: Integração e Otimização de Tecnologias Emergentes em Redes de Comunicações Modernas
4983411711055340;2018;2019;Ceará;5G;PIBIC: OTIMIZAÇÃO DE SISTEMAS DE COMUNICAÇÕES MÓVEIS 5G COM COLHEITA DE ENERGIA
4827519792214924;2017;2021;São Paulo;5G;5G Range - Remote area Access Network for 5th GEneration
1403715441701958;2021;2022;Paraíba;5G;INVESTIGAÇÃO DE FSS BASEADAS NA GEOMETRIA MATRIOSKA EM CASCATA
1403715441701958;2019;2020;Paraíba;5G;IMPLEMENTAÇÃO DE FILTROS EM GUIA DE ONDAS INTEGRADOS AO SUBSTRATO - SIW
1322699438617278;2022;Atual;Pernambuco;5G;Alimentação Elétrica por Fibra Óptica para Internet das Coisas e Sistemas 5G
9200464668550566;2022;Atual;nan;5G;Estado da Arte e  Avaliação de Técnicas de Aprendizado de Máquina para Segurança Cibernética
9200464668550566;2020;Atual;Paraíba;5G;Desenvolvimento e Implementação de Técnicas Baseadas em Redes Móveis, Computação em Borda e Inteligência Artificial para Viabilização da Telemedicina
1972007941497086;2021;2022;Pará;5G;UFA 28 - Estratégias para o Gerenciamento de Recursos de Rádio e Implantação Eficientes para Redes Centradas no Usuário
1972007941497086;2016;2018;Pará;5G;UFA17 - Extensão de Camada Física Usando Chips Ethernet e Controle de Tráfego para Transporte sobre Ethernet em Redes Fronthaul 5G
268732896111424;2019;2020;Goiás;5G;SOFTWAY4IoT: SOFTware-defined gateWAY and fog computing for IoT (Internet of Things) - fase 5GIoT
268732896111424;2017;2020;Minas Gerais;5G;EMBRACE (lEveraging huMan Behavior for Resource AlloCation and services orchestration modEls)
2247619809331876;2021;Atual;Paraná;5G;Comunicação Sem Fio com Alta Eficiência Energética: da Análise do Sistema ao Projeto de Circuitos Integrados de Radiofrequência
4263720213605827;2010;2012;Paraná;5G;Avaliação da Remoção de Corante Reativo Empregando Macrófita Aquática e Alga Marinha
4263720213605827;2008;2010;Paraná;5G;Avaliação da remoção do corante comercial reativo azul 5G utilizando diferentes materiais de origem biológica e carvão ativado proveniente da purificação doméstica de água (CNPq-Universal 2008)
3190608911887258;2021;Atual;São Paulo;5G;Fatiamento de Infraestruturas de Internet do Futuro (SFI2)
3190608911887258;2018;Atual;Minas Gerais;5G;BRASIL5G and Beyond
3190608911887258;2017;Atual;Minas Gerais;5G;FI-GUARDIAN/Hydro: Combo IoT Ambiental especializado em Recursos Hídricos
988752099361706;2018;2022;Rio de Janeiro;5G;Comunicação verde em redes celulares de 5a geração: otimizando a eficiência energética e a utilização de recursos da rede
5988817460788034;2020;Atual;Paraíba;5G;Research Collaboration and Mobility for Beyond 5G Future Wireless Networks
3166552559200081;2010;Atual;nan;5G;Relação entre o Uso de Inibidores da Enzima Conversora de Angiotensina e a Elevação de Troponina I Cardíaca em Pacientes com Síndrome Coronariana Aguda sem Supradesnivelamento do Segmento ST
3776300004312848;2021;Atual;Distrito Federal;5G;Scalable Service Function Chain Allocation 2 (SFC-DCA2)
3776300004312848;2018;2020;Distrito Federal;5G;Base Station Robotic frontplane Operation -- RBOT
3776300004312848;2016;2018;Distrito Federal;5G;Avaliação da capacidade da quinta geração de redes móveis -- FIGMENT
7227781646829609;2017;2018;São Paulo;5G;Sistemas de Comunicação Celular de 5a. Geração
350208006499503;2020;2021;Minas Gerais;5G;Simulação de um Mecanismo Multicritério de Decisão de Handover para Veículos Conectados em Redes 5G
253528642320831;2017;2021;São Paulo;5G;5G Range
8216536516894987;2020;Atual;Goiás;5G;Alocação de Recursos em Redes sem Fio Utilizando Algoritmos Baseados em Aprendizagem de Máquina
9119890339398363;2017;2019;Distrito Federal;5G;Análise de Desempenho de Sistemas de Transmissão para Redes 5G Visando Atender os Serviços Essenciais para o Brasil
6475399824392517;2022;Atual;Bahia;5G;Internet 5G no Brasil: perspectivas a partir do leilão do espectro eletromagnético em 2021
1991495643298837;2019;2020;Paraíba;5G;MODELAGEM DE FILTROS DE MICROFITA SEGUNDO A GEOMETRIA DO NÚMERO DE OURO DOS PITAGÓRICOS
7221501929005386;2017;2019;São Paulo;5G;Abordagem tensorial para a modelização de sistemas cooperativos de comunicação sem-fio
9745937989094036;2019;Atual;Pernambuco;5G;Inteligência Artificial Aplicada ao Desenvolvimento de Antenas
739489284822297;2002;2003;nan;5G;Redes Móveis Celulares de Segunda e Terceira Gerações
7024103923181043;2022;Atual;Rio de Janeiro;5G;Sistema Inteligente para Gestão de Mobilidade de Veículos Usando Blockchains como Técnicas de Crowdsourcing e Monitização
8347190422243353;2018;2022;Paraná;5G;Técnicas de Diversidade para Comunicações entre Máquinas e Sistemas 5G - Chamada MCT/CNPq 28/2018 - Universal/Faixa A
4333596254925501;2022;Atual;Ceará;5G;Solução de controle de feixes para sistemas 5G com requisito de baixa latência e alta confiabilidade.
1028151705135221;2021;Atual;Rio Grande do Sul;5G;Veículos Autônomos nas Nuvens (VANs)
1028151705135221;2017;2021;Rio Grande do Sul;5G;5GVeMuCloud: arcabouço para a disseminação de fluxos de vídeos em redes veiculares 5G.
5359073935110357;2004;2006;Ceará;5G;Gerência de Recursos de Rádio Avançado e Global para Redes Sem Fio Multi-serviço e Multi-acesso
2934786440085983;2019;2021;São Paulo;5G;IoT­SED: Segurança e Eficiência no Transporte de Dados na Internet das Coisas
5556212442729541;2020;2022;nan;5G;Joint Passive Coherent Location in 5G and IoT for Critical Infrastructure Protection
5848666747964196;2019;Atual;Paraná;5G;Transmissores com alta eficiência energética para sistemas de comunicações sem fio
3333000136853156;2017;Atual;Goiás;5G;Análise de Tecnologias Emergentes e Avaliação de Parâmetros de Qualidade de Serviço para Redes 5G
1467664612924239;2021;Atual;nan;5G;Pesquisa e Inovação sobre segurança cibernética das redes de telecomunicações, especialmente nos sistemas de comunicações móveis de quinta geração (5G Security)
6070243976579939;2015;2017;nan;5G;H2020 5G Exchange
830785546690504;2021;Atual;Paraíba;5G;MINIATURIZAÇÃO DE UM ARRANJO LOG-PERIÓDICO QUASE-FRACTAL DE ANTENAS DE MICROFITA PARA APLICAÇÕES EM REDES DE COMUNICAÇÃO SEM FIO NA FAIXA DAS MICRO-ONDAS
6544098578171957;2023;Atual;Distrito Federal;5G;PLEDESIR - Plataforma Experimental para Desenvolvimento de Serviços Inteligentes em 5G/6G no Âmbito de Interfaces Abertas na RAN
6544098578171957;2021;2022;Distrito Federal;5G;5G-SEG: Estudo sobre os requisitos de segurança das soluções Open RAN para 5G
6544098578171957;2019;2020;Distrito Federal;5G;Framework de Avaliação de Desempenho em Redes 5G
7812468603653799;2021;2022;Paraíba;5G;A Disputa Tecnológica entre China e Estados Unidos pelo 5G: a rivalidade e os reflexos no Brasil.
6080740001190093;2022;Atual;Rio de Janeiro;5G;Alocação de recursos distribuída e orientada para a mobilidade em sistemas 5G
6080740001190093;2021;2022;Rio de Janeiro;5G;Framework para gerenciamento e execução de Funções de Rede Virtualizadas em infraestruturas 5G
9748618544067463;2016;2018;Ceará;5G;Projeto UFC.45 TIDE5G: Evolução da Duplexação Dinâmica por Divisão Temporal para Sistemas 5G
8623512462352869;2021;Atual;Distrito Federal;5G;Redes 5G e Redes Satelitais
8623512462352869;2019;Atual;Distrito Federal;5G;Convergência de Tecnologias Disruptivas, Análise de Desempenho e Impactos
8623512462352869;2018;2020;Distrito Federal;5G;Arquitetura Híbrida Terrestre-Satélite para Infraestrutura de Rede 5G
8623512462352869;2017;Atual;Distrito Federal;5G;Internet das Coisas (IoT)
9918084903487901;2017;2018;Paraná;5G;Estudo da adsorção do corante reativo Azul 5G utilizando Leucaena leucocephala (Lam.)
3755692723547807;2021;Atual;São Paulo;5G;SFI2: Slicing Future Internet Infrastructures
2708354422178489;2020;2022;Pernambuco;5G;Planejamento de Infraestrutura para Redes 5G Apoiado por Técnicas de Inteligência Artificial
7816511618426042;2020;2022;Rio de Janeiro;5G;Escalabilidade de Serviços Orientados a Interesse sobre MECs para Redes 5G
7496488371034060;2021;Atual;Santa Catarina;5G;Proposta de uma Arquitetura de serviços 5G aplicada a Smart City
8020803376969953;2020;Atual;Rio de Janeiro;5G;Redes Celulares de 5a Geração: Aplicações e Inovações
1521079293982268;2019;2020;Pará;5G;Avaliando Opções Backhaul e Fronthaul para Redes 5G
1521079293982268;2016;2017;Pará;5G;Sensores Baseados em Fibras Ópticas para Arquiteturas 5G
2204147669620762;2018;Atual;Bahia;5G;Particionamento eficiente de funções virtuais em fronthaul óptico de Cloud/Fog-RAN para redes 5G (Edital CNPq - Edital CNPq - Bolsa Produtividade em Pesquisa N12/ 2017)
6491115423480602;2021;Atual;Distrito Federal;5G;5G-in-a-Box
1853488415531363;2020;Atual;Rio Grande do Norte;5G;Estudo do Desempenho de Sistemas MIMO Massive Aplicados em 5G
1853488415531363;2016;Atual;Rio Grande do Norte;5G;Estudo da Capacidade de Canal para Futuros Sistemas de Comunicação Sem Fio usando Rádio Cognitivo
8701122785988842;2019;Atual;Distrito Federal;5G;Caracterização de Canais Sem Fio em Ondas Milimétricas para Modelagem de Redes 5G
7399179037419892;2022;Atual;Ceará;6G;CNPq DT: Otimização de Sistemas MIMO 6G: Comunicações Centradas no Usuário e Superfı́cies Inteligentes
7399179037419892;2022;Atual;Ceará;6G;PIBIC 2022/2023: Aplicação de comunicações cell-free a novos cenários em sistemas 6G
8029022476354938;2017;Atual;Sergipe;6G;Aplicação de cerâmicas porosas na geração de emissão laser aleatório
7227781646829609;2022;Atual;Distrito Federal;6G;Projeto de Pesquisa e Desenvolvimento Tecnológico em Sistemas de Comunicações Móveis de 6ª Geração ? Projeto Brasil 6G
6177045546956476;2022;Atual;Rio de Janeiro;6G;SmartSecNets: Segurança Inteligente para Redes de Próxima Geração
6177045546956476;2020;Atual;Rio de Janeiro;6G;InovaNet: Cadeia de Blocos, Inteligência Artificial e Internet das Coisas para Inovação em Redes de Computadores.
239752189917951;2022;Atual;Pernambuco;6G;Heteroestruturas Baseadas em Niobatos de Sódio e Potássio para a Remediação Ambiental
239752189917951;2020;Atual;Pernambuco;6G;Heteroestruturas Baseadas em Niobatos para a Remediação de Contaminantes Orgânicos
2658002010026792;2022;Atual;Rio Grande do Sul;6G;Projeto de Pesquisa e Desenvolvimento Tecnológico em Sistemas de Comunicações Móveis de 6a Geração ? Projeto Brasil 6G)
3977760354511853;2020;Atual;Pernambuco;Smart Contracts;Formal analysis of blockchain components
6392597835724138;2022;Atual;Rio Grande do Sul;Smart Contracts;Uso de smart contracts e blockchain na criação de mecanismos de monitoramento de soluções de integração para garantir acordos entre partes e detectar possíveis violações de contratos
2212288622038633;2020;Atual;Santa Catarina;Smart Contracts;Uso de Testes de Aceitação como parte da Especificação de Requisitos de Smart Contracts
3644027876437753;2020;Atual;Rio Grande do Sul;Smart Contracts;Uso de Smart Contracts e Blockchain na Criação de Mecanismos de Monitoramento de Soluções de Integração para Garantir Acordos entre Partes e Detectar Possíveis Violações de Contratos
6177045546956476;2023;Atual;Rio de Janeiro;Contratos Inteligentes;GT-SmartMed: Dados Médicos Distribuídos com Controle de Acesso baseado em Atributos através de Contratos Inteligentes
1246085373474860;2019;Atual;Paraíba;Contratos Inteligentes;Uso e Potencialidades de SmartContracts (Contratos Inteligentes)
6653688230110966;2019;2022;Rio Grande do Sul;Contratos Inteligentes;Fundações para Automação da Transferência de Tecnologia por Contratos Inteligentes no MDE como um Serviço
